TIMESTAMP	BYTES	TYPE	IP_SRC	URL	CATEGORIES	USER	USER_AGENT	REFERRER	METHOD	ACTION	RESULT_CODE	DOMAIN
continuous	continuous	discrete	string	string	string	string	string	string	string	string	string	string
		class	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
1464213719.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464213851.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464213988.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214091.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214221.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214313.0	424.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214436.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214533.0	424.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
1464214671.0	3397.0	ATTACK	192.168.0.40	http://www.supplytrend.co.uk/eH/	Technology/Internet	user_750	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.google.com/	GET	OBSERVED	200	
