TIMESTAMP	BYTES	TYPE	IP_SRC	URL	CATEGORIES	USER	USER_AGENT	REFERRER	METHOD	ACTION	RESULT_CODE	DOMAIN
continuous	continuous	discrete	string	string	string	string	string	string	string	string	string	string
		class	meta	meta	meta	meta	meta	meta	meta	meta	meta	meta
1463446075.0	976.0		192.168.0.238	http://logp7.xiti.com/hit.xiti?s=225855&s2=2&p=article::l_usine_de_l_aero::390777-a_toulouse_airbus_s_apprete_a_accueillir_une_nouvelle_activite_d_amenagement_cabine_des_a320&vrn=1&tag=aeronautique-airbus-l-usine-de-l-aero-l-aero-en-regions-quotidien-des-u	Whitelist_Enterprise;Web Ads/Analytics	user_1095	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.usinenouvelle.com/article/a-toulouse-airbus-s-apprete-a-accueillir-une-nouvelle-activite-d-amenagement-cabine-des-a320.N390777	GET	OBSERVED	200	
1463462724.0	1282.0		192.168.0.175	http://logp7.xiti.com/hit.xiti?s=225855&s2=2&p=article::l_usine_de_l_aero::390777-a_toulouse_airbus_s_apprete_a_accueillir_une_nouvelle_activite_d_amenagement_cabine_des_a320&tag=aeronautique-airbus-l-usine-de-l-aero-l-aero-en-regions-quotidien-des-usines-	Whitelist_Enterprise;Web Ads/Analytics	user_749	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.usinenouvelle.com/article/a-toulouse-airbus-s-apprete-a-accueillir-une-nouvelle-activite-d-amenagement-cabine-des-a320.N390777	GET	OBSERVED	200	
1463464743.0	678.0		192.168.0.246	http://www.velo.toulouse.fr/var/pam/storage/images/toulouse/banniere-photos-abo.-100-en-ligne/velotoulouse_affiche-pour-mupi-sur-platine.png/166254-4-fre-FR/VelOToulouse_affiche-pour-MUPI-sur-platine.png_visuel_city.png	Whitelist_Enterprise;Business/Economy	user_170	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.velo.toulouse.fr/Magazine/Les-dossiers/La-nouvelle-carte-des-itineraires-cyclables-2013-2014	GET	DENIED	407	
1463464744.0	4303.0		192.168.0.246	http://www.velo.toulouse.fr/var/pam/storage/images/toulouse/banniere-photos-abo.-100-en-ligne/velotoulouse_affiche-pour-mupi-sur-platine.png/166254-4-fre-FR/VelOToulouse_affiche-pour-MUPI-sur-platine.png_visuel_city.png	Whitelist_Enterprise;Business/Economy	user_724	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.velo.toulouse.fr/Magazine/Les-dossiers/La-nouvelle-carte-des-itineraires-cyclables-2013-2014	GET	OBSERVED	200	
1463466555.0	1014.0		192.168.0.201	http://logp7.xiti.com/hit.xiti?s=225855&s2=2&p=article::l_usine_de_l_aero::390777-a_toulouse_airbus_s_apprete_a_accueillir_une_nouvelle_activite_d_amenagement_cabine_des_a320&tag=aeronautique-airbus-l-usine-de-l-aero-l-aero-en-regions-quotidien-des-usines-	Whitelist_Enterprise;Web Ads/Analytics	user_812	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.usinenouvelle.com/article/a-toulouse-airbus-s-apprete-a-accueillir-une-nouvelle-activite-d-amenagement-cabine-des-a320.N390777	GET	OBSERVED	200	
1463469006.0	974.0		192.168.0.103	http://logp7.xiti.com/hit.xiti?s=225855&s2=2&p=article::l_usine_de_l_aero::390777-a_toulouse_airbus_s_apprete_a_accueillir_une_nouvelle_activite_d_amenagement_cabine_des_a320&vrn=1&tag=aeronautique-airbus-l-usine-de-l-aero-l-aero-en-regions-quotidien-des-u	Whitelist_Enterprise;Web Ads/Analytics	user_784	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.usinenouvelle.com/article/a-toulouse-airbus-s-apprete-a-accueillir-une-nouvelle-activite-d-amenagement-cabine-des-a320.N390777	GET	OBSERVED	200	
1463470425.0	1129.0		192.168.0.255	http://eulerian.look-voyages.fr/col1/-/834656024?from=look-voyages-fr&urlp=%2Fagence-de-voyages%2Fagence-look-voyages%2Ftoulouse_agence-look-voyages-toulouse&ss=1600x900&sd=24&fra=0&fl=20.0%20r0&url=http%3A%2F%2Fagences.look-voyages.fr%2Fagence-look-voyage	Travel	user_731	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://agences.look-voyages.fr/agence-look-voyages-toulouse-VATLOK36	GET	OBSERVED	200	
1463470675.0	701.0		192.168.0.247	http://www.capital.fr/var/cap/storage/images/art-de-vivre/diaporamas/nancy-paris-lille-les-futurs-stades-de-l-euro-2016/stadium-toulouse/7850943-1-fre-FR/stadium-toulouse_aggrandissement_paysage.jpg	News/Media	user_863	Mozilla/5.0 (Windows NT 6.1; WOW64; Trident/7.0; rv:11.0) like Gecko	http://www.bing.com/images/search?q=stadium+toulouse&view=detailv2&&id=E490D70BF6207A051311C7EF5064EAAB3A443696&selectedIndex=18&ccid=qhMbJNdh&simid=607991426779972217&thid=OIP.Maa131b24d761285e9f2cbb44dc34c944o0&mode=overlay	GET	OBSERVED	200	
